y_pos_prob,y_tests
1.0,1
1.0,1
0.9999996423721313,1
0.9999905824661255,1
0.9999996423721313,1
1.0,1
0.9994940757751465,1
1.0,1
1.0,1
1.0,1
1.0,1
0.001148741808719933,1
1.0,1
0.9999995231628418,1
0.9999289512634277,1
1.0,1
0.9998424053192139,1
0.9999991655349731,1
0.999991774559021,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
0.9999955892562866,1
1.0,1
1.0,1
0.9986889958381653,1
1.0,1
0.9999974966049194,1
1.0,1
0.9500595927238464,1
1.0,1
0.4619644284248352,1
1.0,1
1.0,1
1.0,1
0.9999995231628418,1
1.0,1
0.9999805688858032,1
0.9315502643585205,1
0.06390407681465149,1
0.9999339580535889,1
1.0,1
0.020377349108457565,1
1.0,1
0.9992714524269104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999979734420776,1
1.0,1
1.0,1
1.0,1
0.9999639987945557,1
1.0,1
1.0,1
0.9995057582855225,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999979734420776,1
0.9999735355377197,1
0.9999399185180664,1
0.9986417889595032,1
1.0,1
0.9999951124191284,1
1.0,1
0.9999973773956299,1
0.9999985694885254,1
1.0,1
1.0,1
1.0,1
0.9999992847442627,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9936720132827759,1
1.0,1
1.0,1
0.8704198002815247,1
0.9999973773956299,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.35912320017814636,1
1.0,1
1.0,1
0.9991638660430908,1
0.9996757507324219,1
0.9991775155067444,1
0.9999949932098389,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
0.9999997615814209,1
0.9999964237213135,1
1.0,1
0.9998626708984375,1
0.9999943971633911,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9997653365135193,1
1.0,1
0.995904266834259,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
0.9999351501464844,1
1.0,1
0.00026305794017389417,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
0.9999667406082153,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
0.9994944334030151,1
0.9999998807907104,1
0.9999996423721313,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9939644932746887,1
1.3760639376414474e-05,1
0.9999943971633911,1
1.0,1
1.0,1
1.0,1
0.9934625625610352,1
1.0,1
0.9995916485786438,1
1.0,1
0.9693620204925537,1
1.0,1
1.0,1
0.9999988079071045,1
0.9993792772293091,1
1.0,1
1.0,1
0.9999644756317139,1
0.9999977350234985,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9992697834968567,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
0.9999997615814209,1
0.8869125843048096,1
0.9815019965171814,1
1.0,1
1.0,1
0.999874472618103,1
0.6072558164596558,1
1.0,1
1.0,1
0.9999990463256836,1
1.0,1
0.999998927116394,1
0.9063134789466858,1
0.9985464215278625,1
1.0,1
1.0,1
0.999885082244873,1
1.0,1
1.0,1
1.0,1
0.999963641166687,1
1.0,1
1.0,1
0.9999818801879883,1
1.0,1
1.0,1
0.9998712539672852,1
0.9999990463256836,1
1.0,1
0.9901485443115234,1
1.0,1
0.9996445178985596,1
1.0,1
1.0,1
1.0,1
0.9991269707679749,1
0.9992007613182068,1
0.9999995231628418,1
0.9999997615814209,1
1.0,1
1.0,1
0.9999250173568726,1
1.0,1
0.9999990463256836,1
0.9999991655349731,1
0.9994489550590515,1
0.987572431564331,1
1.0,1
0.822925329208374,1
0.2447703629732132,1
0.3741433322429657,1
0.9999998807907104,1
0.7198325991630554,1
0.8571991920471191,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9849064946174622,1
1.0,1
0.9999383687973022,1
0.9999995231628418,1
0.9999988079071045,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999995231628418,1
1.0,1
0.9456225037574768,1
0.7119464874267578,1
0.9999985694885254,1
1.0,1
1.0,1
1.0,1
0.7209577560424805,1
1.0,1
1.0,1
0.9999994039535522,1
1.0,1
1.0,1
0.9995133876800537,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9998323917388916,1
0.9999992847442627,1
1.0,1
0.9956375956535339,1
0.9999958276748657,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999938011169434,1
1.0,1
0.9999997615814209,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999954700469971,1
0.9999145269393921,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
0.9999165534973145,1
1.0,1
0.9999995231628418,1
1.0,1
1.0,1
1.0,1
1.0,1
0.18583205342292786,1
1.0,1
1.0,1
0.9998295307159424,1
1.0,1
0.9999971389770508,1
1.0,1
0.9999998807907104,1
0.9999996423721313,1
0.9995716214179993,1
1.0,1
0.9999997615814209,1
1.0,1
0.9999762773513794,1
0.9999997615814209,1
1.0,1
0.9999886751174927,1
0.9999998807907104,1
1.3896091850991443e-13,1
1.0,1
1.0,1
1.0,1
0.9984912872314453,1
0.9941197633743286,1
1.0,1
0.09623344242572784,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
0.999718964099884,1
1.0,1
0.9999773502349854,1
0.9883043766021729,1
0.9999841451644897,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999979734420776,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999992847442627,1
1.0,1
0.012755079194903374,1
0.9999996423721313,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9996414184570312,1
3.2493736590311073e-09,1
1.0,1
1.0,1
0.9544225931167603,1
1.0,1
1.1945628841658618e-07,1
1.0,1
1.0,1
1.0,1
0.999998927116394,1
0.9950036406517029,1
0.9984967708587646,1
1.0,1
0.9999997615814209,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9998345375061035,1
1.0,1
1.0,1
0.9990853071212769,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999994039535522,1
1.0,1
1.0,1
0.9960067868232727,1
1.0,1
0.9999614953994751,1
1.0,1
0.9999994039535522,1
0.7758527398109436,1
0.9999994039535522,1
0.9998695850372314,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999911785125732,1
0.9999922513961792,1
0.9999881982803345,1
1.0,1
0.9991784691810608,1
1.0,1
1.0,1
0.6432299017906189,1
0.9999977350234985,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9990320205688477,1
1.0,1
3.727122702912311e-06,1
1.0,1
1.0,1
1.0,1
0.044662486761808395,1
0.0011092183412984014,1
1.0,1
0.9758650064468384,1
1.0,1
0.9999996423721313,1
1.0,1
1.0,1
0.9999953508377075,1
0.3139345645904541,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999257326126099,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999990463256836,1
0.9999939203262329,1
0.9999819993972778,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
0.99968421459198,1
1.0,1
1.0,1
0.9909541010856628,1
1.0,1
0.9999990463256836,1
1.0,1
0.9999411106109619,1
1.0,1
0.9999998807907104,1
1.0,1
0.9999991655349731,1
0.9999957084655762,1
0.9999988079071045,1
1.0,1
1.0,1
0.9986212253570557,1
0.9999951124191284,1
0.9999998807907104,1
0.9998730421066284,1
0.9999997615814209,1
0.9999873638153076,1
0.9999997615814209,1
1.0,1
0.9997395873069763,1
1.0,1
0.9996834993362427,1
0.0010048719123005867,1
1.0,1
0.9999983310699463,1
0.9750568270683289,1
1.0,1
0.11978906393051147,1
0.9999803304672241,1
0.9999958276748657,1
1.0,1
1.0,1
0.3748880922794342,1
0.999998927116394,1
1.0,1
1.0,1
1.0,1
0.9998142123222351,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
0.9210951924324036,1
0.9999998807907104,1
1.0,1
0.9999759197235107,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
0.999722421169281,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
0.9998264908790588,1
0.9999998807907104,1
1.0,1
1.0,1
0.4153273403644562,1
0.9975219368934631,1
0.9999998807907104,1
1.0,1
0.9999911785125732,1
1.0,1
0.9634469151496887,1
0.9999723434448242,1
1.0,1
1.0,1
1.0,1
0.904121458530426,1
0.9999078512191772,1
1.0,1
0.9999998807907104,1
0.9999964237213135,1
0.9999991655349731,1
1.0,1
1.0,1
0.9999992847442627,1
0.9987207055091858,1
0.9995393753051758,1
1.0,1
1.0,1
1.0,1
0.9999526739120483,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9984256029129028,1
0.9999918937683105,1
0.9419694542884827,1
1.0,1
1.0,1
1.0,1
0.9787711501121521,1
0.9999545812606812,1
1.0,1
1.0,1
0.9999998807907104,1
0.9991538524627686,1
1.0,1
1.0,1
0.9999914169311523,1
1.0,1
0.9999998807907104,1
0.999998927116394,1
1.0,1
0.999991774559021,1
1.0,1
1.0,1
0.9999575614929199,1
1.0,1
1.0,1
0.9999376535415649,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
0.9997414946556091,1
1.0,1
0.9999058246612549,1
0.9999991655349731,1
1.0,1
0.9999973773956299,1
1.0,1
0.9255515933036804,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
0.9983110427856445,1
0.9999998807907104,1
0.9999933242797852,1
1.0,1
0.14826244115829468,1
1.0,1
1.0,1
0.8966291546821594,1
1.0,1
1.0,1
1.0,1
0.9999549388885498,1
1.0,1
1.0,1
0.9999984502792358,1
1.0,1
0.9910604357719421,1
1.0,1
0.9997606873512268,1
0.9998691082000732,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9996473789215088,1
1.0,1
0.9942812919616699,1
1.0,1
0.9928517937660217,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999947547912598,1
0.9999923706054688,1
1.0,1
0.9999945163726807,1
1.0,1
1.0,1
1.0,1
0.9999285936355591,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
0.3400247097015381,1
0.9999998807907104,1
0.0013888684334233403,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999996423721313,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
0.9999988079071045,1
0.9998142123222351,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
0.9999946355819702,1
0.9999998807907104,1
0.9971876740455627,1
0.9996432065963745,1
1.0,1
0.9778258800506592,1
0.9999982118606567,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999947547912598,1
1.0,1
1.0,1
0.9962372779846191,1
